C,S,Chiral_Centers,Mol_Weight,Formula
C16762,C[C@H]1[C@H](O)[C@@H]2O[C@]3(C[C@H](O)CO3)[C@@H](C)[C@H](C)[C@H]2O[C@H]2C[C@H]3O[C@H]4C[C@H]5O[C@H]6C/C=C\C[C@H]7O[C@H]8C=C[C@H]9O[C@@H]%10[C@@H](C[C@@H]9O[C@@H]8C=C[C@@H]7O[C@@H]6C[C@@H](O)[C@]5(C)O[C@@H]4C[C@H](C)C[C@@H]3O[C@@H]21)O[C@H]1CC=C[C@H](/C=C/[C@H](O)CO)O[C@@H]1[C@H]%10O,33,1111.3134,C60H86O19
C16763,Cc1cc(O)c2c(c1O)C(=O)C13C(=C(O)C4C(O)C1C1C(O)C3C(O)=C3C(=O)c5c(O)cc(C)c(O)c5C(=O)C341)C2=O,0,574.4885,C30H22O12
C16764,Cc1cc(O)c2c(c1)C(=O)C13C(=C(O)C4C(O)C1C1C(O)C3C(O)=C3C(=O)c5c(O)cc(C)cc5C(=O)C341)C2=O,0,542.4897,C30H22O10
C16765,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,2,250.2473,C13H14O5
C16766,COc1cc(=O)oc(/C=C/C=C/C=C/C(C)=C/[C@]2(C)O[C@H](C)[C@](C)(O)[C@H]2O)c1C,4,402.4807,C23H30O6
C16767,CCCCCC[C@@H](O)[C@@H]1C2=C(C[C@H]([C@H](O)[C@@H]3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)[C@@H]1O)C(=O)OC2=O,6,518.5098,C26H30O11
C16768,COc1c(Cl)cc2c(c1OC)N[C@@H]1N3C(=O)[C@@]4(C)SS[C@@]3(C(=O)N4C)[C@H](O)[C@]21O,5,459.9243,C17H18ClN3O6S2
C16769,CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23CC(OC(=O)C[C@H]([C@@H](C)O)OC(=O)C[C@](O)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cc(O)ccc1Br,9,671.6136,C32H47BrO10
C16770,CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23CC(OC(=O)C[C@H]([C@@H](C)O)OC(=O)C[C@](O)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cc(O)c(Br)cc1Br,9,750.5096,C32H46Br2O10
C16771,CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23CC(OC(=O)C[C@H](CO)OC(=O)C[C@](O)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cccc(O)c1,8,578.6909,C31H46O10
C16772,CC1=CCC(C(C)(C)O)CC1,0,154.2493,C10H18O
C16773,CC1=CC[C@@H]([C@]2(C)CC[C@H](O)C(C)(C)O2)CC1,3,238.3657,C15H26O2
C16774,CC1=CCC(C2(C)CCC(C(C)(C)O)O2)CC1,0,238.3657,C15H26O2
C16775,C=C(CCC=C(C)C)[C@@H]1CC=C(C)CC1,1,204.3511,C15H24
C16776,C=C1C=C[C@@H]([C@@H](C)CCC=C(C)C)CC1,2,204.3511,C15H24
C16777,C=C1CCC2(C(C)C)CC12,0,136.234,C10H16
C16778,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,4,196.1999,C10H12O4
C16779,CC(C)=CCC/C(C)=C/CCc1ccoc1,0,218.3346,C15H22O
C16780,CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,3,330.4611,C21H30O3
C16781,CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,3,374.4706,C22H30O5
C16782,CCCCCCCCCCC[C@@H]1CCC[C@@H](C)N1,2,253.4665,C17H35N
C16783,CC(C)(O)[C@@H](O)[C@@H]1O[C@@H](O)C[C@@H]1[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,11,490.715,C30H50O5
C16784,CCCCCC(O)CC(O)CC(=O)CCCC(=O)CC(O)CC(=O)CCCC(=O)CC(O)CC(=O)CCCCCC(=O)CC(O)CC(=O)CCCC(C)=O,0,768.9708,C41H68O13
C16785,CCCCC[C@@H](O)CC(=O)CCCCC[C@@H](O)CC(=O)CCCCC[C@@H](O)CC(=O)CCCCC[C@@H](O)C[C@H](C)O,5,586.8406,C33H62O8
C16786,C=C1NC(=O)[C@H](CCCc2ccc(OC)cc2)NC(=O)[C@H](C(C)C)OC(=O)[C@H](C)NC1=O,3,445.5087,C23H31N3O6
C16787,CC(=O)NC(C(=O)OC(/C=C/C=C\C=C\C(=O)O)C1(C)CO1)C(C)c1ccccc1,0,413.4636,C23H27NO6
C16788,C/C=C/[C@H](O)[C@H](O)/C=C/c1cccc(O)c1C=O,2,248.2744,C14H16O4
C16789,Cn1ncnc2c(=O)n(C)c(=O)nc1-2,0,193.1628,C7H7N5O2
C16790,CC[C@H]1C[C@@]1(NC(=O)C1=C[C@H](CC)C[C@@H]2C(=O)CC[C@H]12)C(=O)O,5,319.3954,C18H25NO4
C16791,C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H]1C[C@H]2O[C@@]4(C[C@@H]5O[C@]6(C[C@H](C)[C@@H]7O[C@H]([C@@H](O)C[C@@H](O)CO)C[C@@H]7O6)C[C@H](C)[C@@H]5O4)C[C@H]2O[C@H]1[C@@H]3C,32,1111.3134,C60H86O19
C16792,C=C[C@@H](O)C#CC#CC[C@@H](O)[C@H](O)CCCCCCC,3,278.3865,C17H26O3
C16793,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](CCCCCCCCCCCCCC)C(=O)O,2,496.8488,C32H64O3
C16794,CCCCCCCCC(C)CCCCCCCCC(=O)O,0,298.5038,C19H38O2
C16795,O=C(O)CCCCCCCCCC[C@H]1C=CCC1,1,252.3923,C16H28O2
C16796,Cc1cc(O)c2c(c1O)C(=O)c1cccc(O)c1C2=O,0,270.2369,C15H10O5
C16797,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(CO)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,12,848.7556,C42H40O19
C16798,O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cc(CO)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,12,848.7556,C42H40O19
C16799,O=C1c2c(O)cc(CO)cc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21,11,580.5346,C27H32O14
C16800,Cc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,11,564.5352,C27H32O13
C16801,Cc1cc(O)c2c(c1)[C@@H]([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,11,564.5352,C27H32O13
C16802,Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,10,578.5187,C27H30O14
C16803,Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@]3(O)COC[C@]3(O)CO)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,7,564.4921,C26H28O14
C16804,C=C(C)C1(O)OC(=O)C=C1OC,0,170.1626,C8H10O4
C16805,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,0,342.773,C19H15ClO4
C16806,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0,292.3285,C19H16O3
C16807,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,0,444.5205,C31H24O3
C16808,COc1cc(C2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3OC2CO)ccc1O,2,482.4362,C25H22O10
C16809,CC(=O)O[C@H]1C=C2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,4,422.4688,C22H30O8
C16810,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2,338.44,C22H26O3
C16811,CC(=O)OCc1cocc2c(C=O)ccc1-2,0,218.2054,C12H10O4
C16812,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,0,260.2851,C15H16O4
C16813,CC(C)[C@H]1CC[C@@]2(C)CCCC(=O)[C@@]2(C)C1,3,222.3663,C15H26O
C16814,CC(C)=CCC/C(C)=C1\CC=C(C)CC1,0,204.3511,C15H24
C16815,CC1=C[C@H]2[C@H](C(C)C)CC=C(C)[C@@H]2CC1,3,204.3511,C15H24
C16816,C[C@@H]1C(=O)O[C@H]2[C@@H](O)C34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)C34[C@H](C(C)(C)C)[C@H]5O)[C@@H]12,10,424.3986,C20H24O10
C16817,C=C[C@H]1CNC(=S)O1,1,129.1802,C5H7NOS
C16818,CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H](CC[C@@]3(C)O)/C(C)=C\C[C@@H]12,7,358.6004,C25H42O
C16819,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,12,416.6365,C27H44O3
C16820,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,17,710.8056,C36H54O14
C16821,COC(=O)C1=CCCNC1,0,141.1677,C7H11NO2
C16822,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,1,363.3667,C20H17N3O4
C16823,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,0,416.5139,C22H32N4O4
C16825,CC(=O)O[C@H]1C[C@H](C)CC[C@H]1C(C)C,3,198.3019,C12H22O2
C16826,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)(O)OP(=O)(O)O,0,382.3261,C15H28O7P2
C16827,O=C(/C=C/c1ccc(O)cc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5,326.2986,C15H18O8
C16828,O=C(O)/C=C/C1=CC(=O)C(=O)C=C1,0,178.1415,C9H6O4
C16829,C=C1/C=C/C(C)(C)CCC/C(C)=C/CC1,0,204.3511,C15H24
C16831,Cc1[nH]c2ccccc2c1C[C@H](N)C(=O)O,1,218.2518,C12H14N2O2
C16832,*NC(=O)CCCC[C@@H](S)CCS,1,0.0,C8H16NOS2R
C16833,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](N)c1ccccc1,6,914.708,C30H45N8O17P3S
C16834,CCCCCO,0,88.1482,C5H12O
C16835,O=CCCC=O,0,86.0892,C4H6O2
C16836,O=C(O)N1CCC(N2CCCCC2)CC1,0,212.2887,C11H20N2O2
C16837,NC1CCN(C(=O)O)CC1,0,144.1717,C6H12N2O2
C16838,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,0,258.2262,C14H10O5
C16839,C=C(C=O)C[C@@H]1C[C@H](O)[C@@H]2O[C@@H]3C[C@]4(C)O[C@@H]5/C=C\C[C@@H]6O[C@@H]7[C@@H](C)C[C@@H]8O[C@]9(C)C[C@H](C)C[C@@H]%10OC(=O)C[C@H]%10O[C@H]9C[C@H]8O[C@H]7C/C=C\C[C@H]6O[C@H]5CCC[C@H]4O[C@H]3C[C@H]2O1,22,867.0723,C49H70O13
C16840,Brc1ccc2c(c1)[nH]c1c(C3=NCCC3)nccc12,0,314.1799,C15H12BrN3
C16841,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,11,627.962,C34H65N3O5S
C16842,CO[C@]1(NC(C)=O)CN(S(=O)(=O)O)C1=O,1,238.2184,C6H10N2O6S
C16843,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,4,163.1717,C6H13NO4
C16844,,0,17.0073,OH
C16845,O=NO[O-],0,62.0049,NO3
C16846,C=C[C@H]1CN2CCC1C[C@H]2C(=O)c1ccnc2ccccc12,2,292.3749,C19H20N2O
C16847,CCC(C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C)O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,12,1112.3545,C57H89N7O15
C16848,CC(=O)[C@@H](O)[C@H](O)C(=O)COP(=O)(O)O,2,242.1205,C6H11O8P
C16849,O=CC(=O)COP(=O)(O)O,0,168.042,C3H5O6P
C16850,CC(=O)[C@@H](O)[C@H](O)C[C@H](N)C(=O)O,3,191.1818,C7H13NO5
C16851,C=C(/C=C\C[C@@H](O)[C@@H](O)[C@H](O)C/C=C/C=C\[C@@H](O)C[C@@H]1O[C@H](C[C@@H](O)[C@H](O)C[C@H]2O[C@H]([C@H](O)[C@H](O)CC[C@H](O)/C=C/[C@H](C)[C@@H](O)C[C@]3(O)O[C@H](C[C@@H](O)CCCCCCC[C@@]45C[C@@H](C)C[C@@](C)(O4)[C@@H](C[C@@H](C)CCCCC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4O[C@H](C[C@H](O)[C@H](O)/C(C)=C/[C@H](O)C[C@@H](C)[C@H](O)C(=O)N/C=C/C(=O)NCCCO)[C@H](O)[C@@H](O)[C@@H]4O)O5)[C@H](O)[C@@H](O)[C@H]3O)C[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@H](O)[C@@H](O)[C@H](O)[C@H](C)C[C@H]1O[C@H](/C=C\[C@@H](O)[C@H](O)C[C@@H]2C[C@@H]3C[C@H](O2)[C@@H](CC[C@H]2O[C@H](CN)C[C@H]2O)O3)[C@@H](O)[C@H](O)[C@H]1O,64,2680.1386,C129H223N3O54
C16852,C=C/C=C/[C@H]1C=CC[C@@H]2O[C@@H]3C[C@@H]4O[C@@H]5C=C[C@@H]6O[C@@H]7C[C@@H](O)[C@]8(C)O[C@@H]9C[C@H](C)C[C@@H]%10O[C@H]%11[C@H](C[C@H]%10O[C@H]9C[C@H]8O[C@H]7C/C=C\C[C@H]6O[C@H]5C=C[C@H]4O[C@H]3[C@H](O)[C@H]2O1)O[C@@H]1[C@@H](C)[C@H](C)[C@@]2(CCCO2)O[C@H]1[C@@H](O)[C@@H]%11C,31,1061.2994,C60H84O16
C16854,C=CC[C@H](C)[C@H](C)C[C@@H](O)[C@H](O)[C@@H]1CC[C@@]2(C)O[C@@]3(C)C[C@@]4(C)O[C@H]5/C=C\C[C@H]6O[C@H]7C[C@H]8O[C@H]9C[C@@]%10(C)O[C@@](C)([C@@H]%11CO[C@H]%12C[C@@]%13(C)C[C@H]%14O[C@@]%15(C)C[C@H]%16O[C@@]%17(C)C[C@@H](O)[C@H]([C@@H]%18O[C@@H]%19[C@H](C[C@H]%18O)O[C@@H](C[C@H](O)C[C@@H](O)[C@@H]%18O[C@@H]%20[C@H](C[C@H]%18O)O[C@@H]([C@@H]%18O[C@H]%21[C@@H](O[C@H]%22C[C@H]%23O[C@@H]%24[C@@H](C[C@@H]%23O[C@@H]%22[C@H]%21O)O[C@@H](C[C@H](O)[C@@H](O)[C@H]%21O[C@H]%22[C@H](O)[C@H]%23O[C@H]%25C[C@H]%26O[C@H]%27[C@@H](O)[C@@H](O)[C@H]([C@H](C)C[C@H](C)[C@H](O)C[C@H](OS(=O)(=O)[O-])[C@H](O)[C@H](C)C[C@@H](O)C(=C)/C(C)=C/CO)O[C@@H]%27[C@H](O)C[C@]%26(C)O[C@@H]%25C[C@]%23(C)O[C@@H]%22C[C@H]%21O)[C@H](OS(=O)(=O)[O-])[C@@H]%24O)[C@H](O)[C@H]%18O)[C@H](O)[C@H]%20O)[C@H](O)[C@H]%19O)O[C@@H]%17[C@H](O)[C@]%16(C)O[C@@H]%15CC[C@]%14(C)O[C@@H]%13O[C@@H]%12C%11)[C@H](O)C[C@@H]%10O[C@]9(C)CC[C@]8(C)O[C@]7(C)C[C@@H]6O[C@@H]5C[C@@H]4O[C@@H]3C[C@@H]2O1.[Na+].[Na+],98,3425.8562,C164H256O68S2. 2Na
C16855,N=C1N[C@H]2[C@H](COC(N)=O)N(O)C(=N)N3C[C@@H](OS(=O)(=O)O)C(O)(O)[C@]23N1,4,411.3485,C10H17N7O9S
C16856,N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3C[C@@H](OS(=O)(=O)O)C(O)(O)[C@]23N1,4,395.3491,C10H17N7O8S
C16857,C=C(C=O)C[C@@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)C/C=C\[C@H]4O[C@H]3C[C@H]2O1,23,895.0824,C50H70O14
C16858,C=C1CC[C@@H]([C@H](C)CCC=C(C)C)[C@@H](O)[C@@H]2C(C)=CC[C@@H]12,5,288.4675,C20H32O
C16859,CC(=O)O[C@H]1[C@H]2[C@](C)(O)C(=O)C=C[C@]2(C)[C@H](OC(C)=O)CC/C(C)=C\[C@@H]2OC(=O)[C@H](C)[C@]21O,8,464.5055,C24H32O9
C16860,CN(C)Cc1c(Br)n(C)c2cc(Br)c(Br)cc12,0,424.957,C12H13Br3N2
C16861,C/C=C\[C@H](C)[C@H]1O[C@@]1(C)[C@@H](O)[C@H]1COC(=O)[C@H](O)[C@@H](OC)[C@H](C)C(=O)[C@H](C)[C@@H](O)/C(C)=C/[C@H](C)C(=O)CC[C@@H](C)C1=O,12,594.7334,C32H50O10
C16862,CCC(C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,11,1110.3386,C57H87N7O15
C16865,CO[C@H]1C[C@@H]2CC=C[C@@H](C[C@@H](O)C/C=C(C)/C=C/C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)C=O)[C@@H](C)[C@H](OC)C[C@H](OC)[C@@H]1C)O2,15,806.0771,C45H75NO11
C16868,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,10,499.7036,C26H45NO6S
C16870,C=C1[C@@H]([C@@H](O)C[C@H](C)C2O[C@@]3(CC[C@H]2C)OCCC[C@H]3C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)OC2[C@@H]1O,16,819.0295,C45H70O13
C16871,CC1=C\[C@H](C)C[C@@]2(C)CC[C@@H](O2)[C@@]23CC[C@@](CO)(C[C@@H](O2)[C@H]2O[C@](C)(CC2=O)[C@@H](O)[C@@H]2CC[C@@]4(CCC[C@H](O4)[C@@H](C)C(=O)O[C@@H]4C[C@@H]([C@@]5(O)OCC[C@@H](C)[C@H]5O)O[C@@H]4/C=C/1)O2)O3,19,875.0497,C47H70O15
C16872,C=CCC(=C)/C=C/[C@@](C)(O)[C@H]1O[C@@H]2C[C@@H]3O[C@@H]4C[C@@H]5O[C@@H]6C[C@@H]7O[C@@H]8C[C@@H]9O[C@@H]%10C[C@@H]%11O[C@](C)(CCOS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@H]%11O[C@H]%10C[C@H]9O[C@H]8CC[C@@]7(C)O[C@@]6(C)CC[C@H](C)[C@H]5O[C@H]4[C@@H](O)[C@@]3(C)O[C@H]2CC1=C,26,1143.357,C55H82O21S2
C16873,CCC/C=C\C=C\CCCCCCCCCO,0,238.4088,C16H30O
C16874,C[C@H](C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(C)(C)O,11,494.6606,C28H46O7
C16875,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@H]3Cc5cc(C)c(OC)c(O)c5[C@@H]([C@H]21)N3C)OCO4,7,761.8372,C39H43N3O11S
C16876,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)C(C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,15,1477.8713,C75H124N14O16
C16877,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)cc1Cl,7,655.1775,C35H43ClN2O8
C16878,COCC(C(=O)O[C@@H]1C/C=C/C=C/C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)/C=C/N(C)C=O)C/C=C/[C@H](OC)C[C@H](C)C/C=C(\C)[C@@H](OC)CC[C@@H](C)[C@@H](O)[C@@H]1C)N(C)C,16,1076.4449,C59H101N3O14
C16880,CNCC(O)c1ccc(O)c2[nH]c(=O)sc12,0,240.2789,C10H12N2O3S
C16881,C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H]1C[C@H]2O[C@@]4(C[C@@H]5O[C@]6(C[C@H](C)[C@@H]7O[C@H](CC(=O)CCO)[C@H](O)C[C@@H]7O6)C[C@H](C)[C@@H]5O4)C[C@H]2O[C@H]1[C@@H]3C,31,1123.3241,C61H86O19
C16883,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6,709.6697,C36H45BrN4O6
C16884,OC[C@@H](O)[C@H](O)CO,2,122.1198,C4H10O4
C16885,C=C1C[C@@H]2O[C@H]3[C@H](C[C@@]2(C)O[C@H]1C/C(C)=C/[C@@H](C)CO)O[C@@H]1C[C@@H]2O[C@@H]4CC[C@@H]5O[C@@H]6C[C@@H]7O[C@H](C[C@H](O)C[C@@H]8C[C@@H](C)[C@@H]([C@@H](C)CC(=O)O)O8)[C@@H](O)CC[C@H]7O[C@@]6(C)C[C@@]5(C)O[C@H]4C/C=C\[C@@H](C)[C@H]2O[C@@]1(C)[C@@H]3O,27,1057.3522,C59H92O16
C16886,C=C1C[C@@H]2O[C@H]3[C@H](C[C@@]2(C)O[C@H]1C/C(C)=C/[C@@H](C)CO)O[C@@H]1C[C@@H]2O[C@@H]4CC[C@@H]5O[C@@H]6C[C@@H]7O[C@H](C[C@H](O)C[C@@H]8C[C@@H](C)[C@@H]([C@@H](C)CC(=O)O)O8)[C@@](C)(O)CC[C@H]7O[C@@]6(C)C[C@@]5(C)O[C@H]4C/C=C\[C@@H](C)[C@H]2O[C@@]1(C)[C@@H]3O,27,1071.3788,C60H94O16
C16887,C=C1C[C@@H]2O[C@H]3[C@H](C[C@@]2(C)O[C@H]1C/C(C)=C/[C@@H](C)COC(=O)C[C@@H](C)CC(=O)O)O[C@@H]1C[C@@H]2O[C@@H]4CC[C@@H]5O[C@@H]6C[C@@H]7O[C@H](C[C@H](O)C[C@@H]8C[C@@H](C)[C@@H]([C@@H](C)CC(=O)O)O8)[C@@H](O)CC[C@H]7O[C@@]6(C)C[C@@]5(C)O[C@H]4C/C=C\[C@@H](C)[C@H]2O[C@@]1(C)[C@@H]3O,28,1185.4781,C65H100O19
C16888,C=C1C[C@@H]2O[C@H]3[C@H](C[C@@]2(C)O[C@H]1C/C(C)=C/[C@@H](C)COC(=O)C[C@@H](C)CC(=O)O)O[C@@H]1C[C@@H]2O[C@@H]4CC[C@@H]5O[C@@H]6C[C@@H]7O[C@H](C[C@H](O)C[C@@H]8C[C@@H](C)[C@@H]([C@@H](C)CC(=O)O)O8)[C@@](C)(O)CC[C@H]7O[C@@]6(C)C[C@@]5(C)O[C@H]4C/C=C\[C@@H](C)[C@H]2O[C@@]1(C)[C@@H]3O,28,1199.5047,C66H102O19
C16889,CCCCCCCCCCCCC[C@@H](CC(=O)OCC[N+](C)(C)C)OC(C)=O.[Cl-],1,436.0686,C23H46NO4. Cl
C16890,C[C@H](CCCC(CO)CO)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O,11,452.667,C27H48O5
C16891,CCC(=C/[C@H](C)C/C=C/C(C)=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)CC)/C=C/[C@H]1CC=CC(=O)O1,6,456.6573,C29H44O4
C16892,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,8,858.3224,C50H99NO9
